ID,Created_At,Text,Author,Flesch_Readability,Flesch_Grade,Gunning_FOG_Score,Automated_Readability_Index,Coleman_Liau_Index,Linsear_Write_Score,Dale_Chall_Readability
8.27865957750161E+017,2017-02-04 13:06:39,Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death and destruction!,realDonaldTrump,69.28,6.2,19.5333333333,10.7,14.36,4.75,9.42
8.27864176043377E+017,2017-02-04 12:59:35,"When a country is no longer able to say who can, and who cannot , come in and out, especially for reasons of safety and.security - big trouble!",realDonaldTrump,66.74,7.2,21.0461538462,6.1,7.7,7,9.75
8.27715246135575E+017,2017-02-04 03:07:47,Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,realDonaldTrump,82.51,3.2,18.2330434783,5.6,8.92,1.875,9.42
8.2749987101182E+017,2017-02-03 12:51:58,A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,realDonaldTrump,73.85,4.5,19.4,4.6,7.47,2,9.86
8.27483841589891E+017,2017-02-03 11:48:16,"Professional anarchists, thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!",realDonaldTrump,49.15,11.9,27.1636363636,14.4,13.29,13,11.19
8.27482059438432E+017,2017-02-03 11:41:11,"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",realDonaldTrump,89.04,2.8,17.2539130435,5.5,8.83,2.8333333333,8.82
8.27480386120929E+017,2017-02-03 11:34:32,Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,realDonaldTrump,55.58,11.5,28.2666666667,13.6,11.32,13,11.41
8.27478751931925E+017,2017-02-03 11:28:02,"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",realDonaldTrump,79.6,6.4,18.2117647059,9.3,9.74,8,8.19
8.27477947154063E+017,2017-02-03 11:24:51,"Yes, Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprenticebut at least he tried hard!",realDonaldTrump,56.59,11.1,23.3739130435,12.8,11.03,14.5,9.58
8.27119326880813E+017,2017-02-02 11:39:49,Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,realDonaldTrump,82.14,5.4,17.4551724138,4,4.52,6.25,8.17
8.27118012784374E+017,2017-02-02 11:34:36,Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!,realDonaldTrump,71.82,5.2,18.5333333333,5.6,8.95,3.3333333333,9.3
8.27115768202535E+017,2017-02-02 11:25:40,Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!,realDonaldTrump,76.72,5.4,20.5130434783,7.9,10.54,5,9.7
8.27113926517195E+017,2017-02-02 11:18:21,Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!,realDonaldTrump,78.75,4.6,12.1157894737,3.7,6,4.75,6.6
8.27112633224544E+017,2017-02-02 11:13:13,If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?,realDonaldTrump,65.05,9.9,25.1130434783,13.2,11.49,12,10.27
8.27002559122567E+017,2017-02-02 03:55:49,Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!,realDonaldTrump,63.66,6.3,20.732173913,6.6,10.11,3.1666666667,10.2
8.2699007973854E+017,2017-02-02 03:06:14,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,realDonaldTrump,63.66,6.3,25.9495652174,4.9,8.08,2.8333333333,12.26
8.26774668245946E+017,2017-02-01 12:50:16,"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",realDonaldTrump,83.15,5,19.2518518519,5.2,6.6,6.25,8.98
8.26637556787839E+017,2017-02-01 03:45:26,"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",realDonaldTrump,75.71,5.8,18.2,5.9,7.82,5.75,8.68
8.26588658304217E+017,2017-02-01 00:31:08,Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.,realDonaldTrump,69.79,6,30,8.1,11.4,4,13.61
8.26391334248407E+017,2017-01-31 11:27:02,When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,realDonaldTrump,80.28,4.1,16.8666666667,5.6,8.95,3,8.64
8.26390034693624E+017,2017-01-31 11:21:52,Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,realDonaldTrump,69.45,10.3,23.1703703704,11.8,7.32,13.5,9.07
8.26229971584709E+017,2017-01-31 00:45:50,The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,realDonaldTrump,63.66,6.3,20.732173913,6,9.35,3.1666666667,10.2
8.26175120238604E+017,2017-01-30 21:07:52,"The American dream is back. Were going to create an environment for small business like we havent had in many, many decades!",realDonaldTrump,60.31,7.6,19.1272727273,6.1,8.68,5.5,9.21
8.26073437735101E+017,2017-01-30 14:23:49,Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,realDonaldTrump,68.1,8.7,22,11.6,11.14,11,9.37
8.26063267760046E+017,2017-01-30 13:43:25,I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),realDonaldTrump,83.15,5,17.7703703704,5.2,6.6,5.75,8.4
8.26060143825666E+017,2017-01-30 13:31:00,"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",realDonaldTrump,91.61,3.8,16.2888888889,4.7,5.97,5.75,7.81
8.26044059647107E+017,2017-01-30 12:27:05,There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,realDonaldTrump,79.97,4.2,19.72,4.6,7.56,3.1666666667,9.73
8.26042483155014E+017,2017-01-30 12:20:49,protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!,realDonaldTrump,63.66,6.3,20.732173913,6,9.35,3.5,10.2
8.26041397232943E+017,2017-01-30 12:16:30,"Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage,.",realDonaldTrump,77.23,5.2,24.5818181818,8.3,11.35,4.5,11.36
8.25848204633731E+017,2017-01-29 23:28:50,Statement Regarding Recent Executive Order Concerning Extreme Vetting:,realDonaldTrump,-21.24,18.2,45.2,19.7,26.35,4,19.82
8.25823217025692E+017,2017-01-29 21:49:32,"Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",realDonaldTrump,41.7,12.7,31.3523809524,14.9,14.5,12.5,12.95
8.25822320128303E+017,2017-01-29 21:45:58,The joint statement of former presidential candidates John McCain and Lindsey Graham is wrong - they are sadly weak on immigration. The two,realDonaldTrump,49.15,11.9,25.3454545455,14.6,13.58,14.5,10.47
8.25721153142522E+017,2017-01-29 15:03:58,Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!,realDonaldTrump,71.31,5.4,24.2235294118,8,11.68,3.75,11.49
8.25692045532619E+017,2017-01-29 13:08:18,"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",realDonaldTrump,76.72,5.4,22.252173913,8.1,10.77,5,10.39
8.25331665509692E+017,2017-01-28 13:16:17,"dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",realDonaldTrump,69.28,6.2,19.5333333333,10.1,13.55,4.25,9.42
8.25127844066054E+017,2017-01-27 23:46:22,I promise that our administration will ALWAYS have your back. We will ALWAYS be with you!,realDonaldTrump,80.28,4.1,12.7,4.3,7.44,3.5,6.99
8.25075972659614E+017,2017-01-27 20:20:15,Statement on International Holocaust Remembrance Day:,realDonaldTrump,-19.21,17.4,31.0666666667,19.2,25.57,3,14.46
8.24970003153842E+017,2017-01-27 13:19:10,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits and little help on the very weak border must change, NOW!",realDonaldTrump,71.82,5.2,20.2,4.8,7.97,3,9.95
8.24968416486388E+017,2017-01-27 13:12:52,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",realDonaldTrump,89.04,2.8,18.9930434783,5.8,9.12,2.8333333333,9.51
8.24767281146245E+017,2017-01-26 23:53:37,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong!,realDonaldTrump,37.98,10,25.2,16.1,21.94,3,11.93
8.24616644370715E+017,2017-01-26 13:55:03,"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",realDonaldTrump,75.2,6,21.0461538462,5.9,7.47,5.5,9.75
8.24615820391305E+017,2017-01-26 13:51:46,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers,realDonaldTrump,75.71,5.8,21.4,6.1,8.05,5.75,9.94
8.24573698774602E+017,2017-01-26 11:04:24,"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",realDonaldTrump,41.7,12.7,33.2571428571,16,15.84,11.5,13.7
8.24440456813707E+017,2017-01-26 02:14:56,"As your President, I have no higher duty than to protect the lives of the American people.",realDonaldTrump,62.68,8.7,25.2705882353,7.6,7.65,8.5,10.98
8.24229586091307E+017,2017-01-25 12:17:01,I will be making my Supreme Court pick on Thursday of next week.Thank you!,realDonaldTrump,91.11,4,19.0285714286,6.1,7.42,6,8.84
8.24228768227217E+017,2017-01-25 12:13:46,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",realDonaldTrump,59.8,7.8,20.5130434783,7.3,9.78,5.75,9.7
8.2422782490309E+017,2017-01-25 12:10:01,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and",realDonaldTrump,38.66,13.8,26.6,12.8,10.33,14,10.75
8.24083821889016E+017,2017-01-25 02:37:48,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",realDonaldTrump,71.82,5.2,22.7,6.1,9.65,3.5,10.94
8.24080766288228E+017,2017-01-25 02:25:40,"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",realDonaldTrump,95.85,6.4,20.0923076923,12.2,8.42,13,7.96
8.23950814163141E+017,2017-01-24 17:49:17,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office.,realDonaldTrump,51.18,11.1,30,12.1,11.72,11,12.52
8.23937936056009E+017,2017-01-24 16:58:06,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas!,realDonaldTrump,71.82,5.2,20.2,7,10.75,4,9.95
8.23850781946343E+017,2017-01-24 11:11:47,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,realDonaldTrump,75.71,5.8,15,6.1,8.05,6.75,7.41
8.23495059010109E+017,2017-01-23 11:38:16,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,realDonaldTrump,54.9,7.6,21.8666666667,5.3,8.66,4.3333333333,10.61
8.23174199036543E+017,2017-01-22 14:23:17,"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",realDonaldTrump,67.76,6.8,21.8,6.9,9.38,5.5,10.15
8.23151124815507E+017,2017-01-22 12:51:36,"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",realDonaldTrump,65.05,9.9,25.1130434783,13.8,12.25,13.5,10.27
8.23150055418921E+017,2017-01-22 12:47:21,Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,realDonaldTrump,72.12,5.1,20.732173913,6.6,10.11,2.8333333333,10.2
8.23146987117773E+017,2017-01-22 12:35:09,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",realDonaldTrump,58.62,10.3,27.5428571429,15.3,15.03,10.5,11.45
8.22669114237944E+017,2017-01-21 04:56:15,"THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAIN",realDonaldTrump,54.9,7.6,22.7,8.2,12.2,3.5,10.94
8.22504142178501E+017,2017-01-20 18:00:43,"So to all Americans, in every city near and far, small and large, from mountain to mountain",realDonaldTrump,71.14,7.6,18.2117647059,7.8,8,8.5,8.19
8.22502601304527E+017,2017-01-20 17:54:36,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,realDonaldTrump,122.27,-1.7,6.92,2,4.31,3.3333333333,1.04
8.22502270503973E+017,2017-01-20 17:53:17,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",realDonaldTrump,70.13,7.9,24.7555555556,9,8.87,9,10.67
8.22502135233384E+017,2017-01-20 17:52:45,"What truly matters is not which party controls our government, but whether our government is controlled by the people.",realDonaldTrump,60.65,9.5,28.5473684211,12.8,13.23,8.5,12.06
8.22501803615015E+017,2017-01-20 17:51:25,"Today we are not merely transferring power from one Administration to another, or from one party to another  but we are transferring",realDonaldTrump,32.22,14.2,25.3454545455,13.1,11.72,12,10.47
8.22421390125044E+017,2017-01-20 12:31:53,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,realDonaldTrump,91.78,1.7,16,2.7,4.96,1.625,8.62
8.22242449053614E+017,2017-01-20 00:40:51,"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AMERICA GREAT AGAIN!",realDonaldTrump,59.8,7.8,23.9913043478,7.1,9.55,5.25,11.07
8.22176438627537E+017,2017-01-19 20:18:32,Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!,realDonaldTrump,91.78,1.7,24,5.1,7.86,1.5,11.78
8.22066653953458E+017,2017-01-19 13:02:18,"the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!",realDonaldTrump,63.86,6.2,18.3333333333,4.9,8.19,3.75,9.27
8.22066132307808E+017,2017-01-19 13:00:13,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for",realDonaldTrump,83.66,4.8,19.5076923077,5.6,7.06,5.5,9.14
8.22064153426858E+017,2017-01-19 12:52:22,"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",realDonaldTrump,76.72,5.4,22.252173913,8.5,11.29,4.75,10.39
8.21844875268256E+017,2017-01-18 22:21:02,"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",realDonaldTrump,53.37,8.2,22.6421052632,8.8,12.38,4.75,10.76
8.21699672687448E+017,2017-01-18 12:44:03,"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",realDonaldTrump,98.21,1.3,9.0857142857,0.9,3.26,2.5,5.68
8.21415698278875E+017,2017-01-17 17:55:38,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,realDonaldTrump,88.06,5.2,20.5647058824,7.6,7.65,7.5,9.12
8.21410947864654E+017,2017-01-17 17:36:45,"""How Trump Won--And How The Media Missed It""",realDonaldTrump,97.2,1.7,20.2,4.3,7.44,3,9.95
8.21369651968012E+017,2017-01-17 14:52:39,"""thought it would be hypocritical to attend Bush's swearing-inhe doesn't believe Bush is the true elected president."" Sound familiar! WP",realDonaldTrump,51.18,11.1,24,16.1,16.65,11,10.16
8.21368088935432E+017,2017-01-17 14:46:27,"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he",realDonaldTrump,88.43,3,16.52,3.8,6.63,3.5,8.47
8.21365569366671E+017,2017-01-17 14:36:26,"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",realDonaldTrump,48.13,12.3,25.1130434783,14,12.54,13.5,10.27
8.21364027506966E+017,2017-01-17 14:30:19,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.",realDonaldTrump,83.15,5,19.2518518519,4.5,5.73,5.75,8.98
8.21344302651556E+017,2017-01-17 13:11:56,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",realDonaldTrump,75.71,5.8,18.2,6.5,8.51,5.25,8.68
8.21342600322044E+017,2017-01-17 13:05:10,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",realDonaldTrump,80.28,4.1,21.8666666667,5.1,8.43,3,10.61
8.20992721120854E+017,2017-01-16 13:54:52,Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,realDonaldTrump,92.12,3.6,16.4307692308,5,6.37,5.5,7.93
8.20789938887295E+017,2017-01-16 00:29:05,"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",realDonaldTrump,84.17,4.6,18.2,6.1,8.05,5.5,8.68
8.20725491812487E+017,2017-01-15 20:13:00,"about thatThose Intelligence chiefs made a mistake here, and when people make mistakes, they should APOLOGIZE."" Media should also apologize",realDonaldTrump,27.49,11.9,26,11.8,16.04,5.5,12.03
8.20723387995718E+017,2017-01-15 20:04:38,"Thank you to Bob Woodward who said, ""That is a garbage documentit never should have been presentedTrump's right to be upset (angry)",realDonaldTrump,66.07,9.5,23.5272727273,13.1,11.72,13,9.75
8.20707210565132E+017,2017-01-15 19:00:21,"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",realDonaldTrump,88.43,3,18.12,4.6,7.56,3.1666666667,9.1
8.20632299037409E+017,2017-01-15 14:02:41,"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",realDonaldTrump,84.17,4.6,19.8,5.9,7.82,5.25,9.31
8.20631495660409E+017,2017-01-15 13:59:29,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number",realDonaldTrump,83.15,5,19.2518518519,4.9,6.2,5.75,8.98
8.20450166331347E+017,2017-01-15 01:58:57,"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",realDonaldTrump,71.31,5.4,21.8705882353,7.2,10.69,3.75,10.56
8.20425770925339E+017,2017-01-15 00:22:01,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,realDonaldTrump,75.71,5.8,18.2,5.9,7.82,5.75,8.68
8.20255947956384E+017,2017-01-14 13:07:12,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",realDonaldTrump,61.33,7.2,24,10.2,14.01,4.25,11.24
8.20251730407473E+017,2017-01-14 12:50:26,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to",realDonaldTrump,65.05,9.9,25.1130434783,13,11.26,11.5,10.27
8.19962894616064E+017,2017-01-13 17:42:42,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",realDonaldTrump,43.39,9.9,28.2181818182,9.1,12.39,5.5,12.79
8.19869953692156E+017,2017-01-13 11:33:24,"The ""Unaffordable"" Care Act will soon be history!",realDonaldTrump,54.9,7.6,15.2,7.3,11.1,4,7.98
8.19868066364461E+017,2017-01-13 11:25:54,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,realDonaldTrump,79.97,4.2,16.52,4,6.86,3.5,8.47
8.19867246352802E+017,2017-01-13 11:22:38,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.,realDonaldTrump,69.28,6.2,23.3428571429,8.5,11.63,4.75,10.92
8.19865802849587E+017,2017-01-13 11:16:54,"released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",realDonaldTrump,75.71,5.8,21.4,6.3,8.28,5.75,9.94
8.19864373988573E+017,2017-01-13 11:11:13,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably",realDonaldTrump,27.99,11.7,26.8526315789,12.6,16.96,5.5,12.42
8.19863039902097E+017,2017-01-13 11:05:55,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued,realDonaldTrump,63.02,10.7,24.8,12.2,9,14.5,9.93
8.19858926455968E+017,2017-01-13 10:49:34,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",realDonaldTrump,92.12,3.6,14.8923076923,5.2,6.6,5.5,7.32
8.19520238446412E+017,2017-01-12 12:23:45,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",realDonaldTrump,43.9,9.7,27.1523809524,10.3,13.84,5.25,12.43
8.19393877174088E+017,2017-01-12 04:01:38,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,realDonaldTrump,75.2,6,17.9692307692,5.9,7.47,6,8.53
8.1916417278106E+017,2017-01-11 12:48:52,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",realDonaldTrump,63.36,6.4,20.2,5.6,8.95,3.3333333333,9.95
8.19162968592183E+017,2017-01-11 12:44:05,"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",realDonaldTrump,67.76,6.8,21.8,7.1,9.61,5,10.15
8.19159806489592E+017,2017-01-11 12:31:31,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",realDonaldTrump,85.69,4,19.1272727273,3.8,5.78,4.75,9.21
8.19155311793701E+017,2017-01-11 12:13:40,"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",realDonaldTrump,33.24,13.8,33.2571428571,15.5,15.32,13.5,13.7
8.18990655418618E+017,2017-01-11 01:19:23,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,realDonaldTrump,72.83,4.8,16.2285714286,5,8.24,4,8.5
8.18948254943605E+017,2017-01-10 22:30:53,'Trump Helps Lift Small Business Confidence to 12-Yr. High' ,realDonaldTrump,79.26,4.4,14.4888888889,9.8,13.83,3.5,7.59
8.18922995980845E+017,2017-01-10 20:50:31,'Small business optimism soars after Trump election',realDonaldTrump,47.45,8.4,27.6571428571,13,18.16,2.5,13.01
8.1884142136499E+017,2017-01-10 15:26:22,'U.S. Small-Business Optimism Index Surges by Most Since 1980',realDonaldTrump,62.34,6.8,23.3777777778,11.3,15.74,4.5,11.1
8.18586286034485E+017,2017-01-09 22:32:33,An old picture with Nancy and Ronald Reagan.,realDonaldTrump,71.82,5.2,25.2,4.3,7.44,3,11.93
8.18461467766825E+017,2017-01-09 14:16:34,Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford and Fiat C!,realDonaldTrump,96.18,2.1,15.9703703704,3.1,5.65,3.5,8.18
8.18460862675558E+017,2017-01-09 14:14:10,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after",realDonaldTrump,58.62,10.3,29.4476190476,15.1,14.74,11,12.2
8.1842293015783E+017,2017-01-09 11:43:26,"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",realDonaldTrump,75.2,6,21.0461538462,5.4,6.83,5.5,9.75
8.18421066859168E+017,2017-01-09 11:36:02,"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him",realDonaldTrump,76.72,5.4,20.5130434783,6.2,8.51,4.75,9.7
8.18419002548568E+017,2017-01-09 11:27:50,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.",realDonaldTrump,76.22,5.6,18.4666666667,6.8,9.15,5.5,8.84
8.18416446527173E+017,2017-01-09 11:17:40,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,realDonaldTrump,54.56,11.9,26.4,11.8,8.54,13.5,10.56
8.18307689323368E+017,2017-01-09 04:05:31,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,realDonaldTrump,91.61,3.8,17.7703703704,4.7,5.97,5.75,8.4
8.17915516018893E+017,2017-01-08 02:07:09,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",realDonaldTrump,71.82,5.2,21.8666666667,5.3,8.66,3,10.61
8.17882028272128E+017,2017-01-07 23:54:05,Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter and star,realDonaldTrump,50.84,9.2,23.4666666667,7.9,10.6,6,10.81
8.17753083707015E+017,2017-01-07 15:21:42,"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",realDonaldTrump,75.54,7.9,23.7333333333,12,10.91,10.5,9.94
8.1775033019682E+017,2017-01-07 15:10:46,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and",realDonaldTrump,75.71,5.8,19.8,5.9,7.82,5.25,9.31
8.17748207694467E+017,2017-01-07 15:02:20,"Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We.",realDonaldTrump,100.58,2.5,16.4307692308,5.2,6.6,6,7.93
8.17703208567079E+017,2017-01-07 12:03:31,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,realDonaldTrump,62.01,11.1,24.7076923077,12.1,8.25,14,9.78
8.17701436096127E+017,2017-01-07 11:56:29,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,realDonaldTrump,19.53,12.9,33.1684210526,13.3,17.89,4.75,14.91
8.17579925771342E+017,2017-01-07 03:53:38,Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,realDonaldTrump,20.04,12.7,25.6,14.5,19.63,4.5,11.98
8.17453219613917E+017,2017-01-06 19:30:09,Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!,realDonaldTrump,73.85,4.5,15.5111111111,7.5,11.07,2.3333333333,8.32
8.17413321058029E+017,2017-01-06 16:51:37,I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.,realDonaldTrump,55.58,11.5,23.2666666667,12.6,10.1,14,9.43
8.17374875962769E+017,2017-01-06 14:18:51,"Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast and Steven Newhouse, a friend. Will go this AM.",realDonaldTrump,82.14,5.4,17.4551724138,4.3,4.92,6.25,8.17
8.17350726800306E+017,2017-01-06 12:42:53,"being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich and",realDonaldTrump,96.48,2,16.2492307692,2.6,4.95,3.3333333333,8.32
8.17348644647109E+017,2017-01-06 12:34:37,"Wow, the ratings are in and Arnold Schwarzenegger got ""swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for",realDonaldTrump,77.23,5.2,19.1272727273,8,11.06,5.5,9.21
8.1734119625107E+017,2017-01-06 12:05:01,"Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",realDonaldTrump,88.43,3,13.32,3.1,5.7,3.8333333333,7.21
